metric,n,a,b,a_CI_lo,a_CI_hi,b_CI_lo,b_CI_hi,R2_logSpace
maxPass,25,77.5432515194639,0.0949981993641951,70.4185934421888,88.4530025329211,0.0372331843688376,0.139426823872993,0.514228397299354
finalPass,25,77.5432515194639,0.0949981993641951,70.5139143708102,87.9794723418968,0.0388135847646112,0.13877716574212,0.514228397299354
itConv,19,220.335794384646,-2.10278534080186,49.3582942518877,1180.22610684393,-2.88672636964058,-1.35920957490549,0.68287235226488
stepMean,25,0.0105170998446591,0.195303011485636,0.00510987628615436,0.0232770483844017,-0.169206470053776,0.534320469737689,0.0320941488831545
driftRMS,25,0.681460547034131,-1.31407870742687,0.372076675162036,1.35737899679231,-1.63831488653677,-1.02750638959254,0.770392028034621
